"where";"id";"gender";"age";"education";"employment";"is_rescue_worker";"red_cross_commeetee_location";"rescue_worker_qualification";"years_experience";"last_training";"rate_of_activity";"job_qualification";"is_job_qualification_invariant";"is_team_invariant";"neuroticism";"negative_affect";"i1_na";"i2_na";"i3_na";"i4_na";"i5_na";"i1_sr";"i2_sr";"i3_sr";"i4_sr";"i5_sr";"i6_sr";"i7_sr";"self_reproach";"extraversion";"openness";"agreeableness";"nonantagonistic_orientation";"prosocial_orientation";"conscientiousness";"cope_nvi";"social_support";"avoiding_strategies";"positive_attitude";"problem_orientation";"transcendent_orientation";"avoiding_strategies_R";"transcendent_orientation_R";"ptg";"life_appreciation";"new_possibilities";"personal_strength";"spirituality_changes";"interpersonal_relationships";"ies";"avoiding";"intrusivity";"iperarousal";"self_kindness";"self_judgment";"common_humanity";"isolation";"mindfulness";"over_identification";"neg_self_compassion";"pos_self_compassion";"family";"friends";"significant_other"
"toscana";"AR83166";"male";NA;"Diploma";"Dipendente";"Yes";"Comitato di Grosseto";"Si";"8";"Meno di 6 mesi fa";"Meno di 1 turno al mese";"Capo-squadra";"Yes";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"toscana";"LS81269";"male";NA;"Diploma";"Dipendente";"Yes";"Comitato di Grosseto";"Si";"20";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"Yes";17;9;3;1;3;1;1;1;1;0;3;2;1;0;8;38;32;39;25;14;33;145;30;19;40;37;19;65;21;23;2;7;5;0;9;21;12;5;4;17;20;13;18;15;19;57;45;24;20;15
"toscana";"Ps265327";"male";NA;"Diploma";"Dipendente";"Yes";"Comitato di Follonica";"Si";"3";"Più di 1 anno fa";"Meno di 1 turno al mese";"Autista";"Yes";"No";8;0;0;0;0;0;0;0;4;0;4;0;0;0;8;35;28;24;10;14;46;112;19;21;24;34;14;63;26;17;0;5;12;0;0;0;0;0;0;9;21;10;20;12;19;60;31;20;12;24
"toscana";"AW23622";"male";NA;"Scuola media primaria";"Pensionato";"Yes";"Comitato di Firenze";"Si";"16";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";14;10;0;1;1;4;4;0;1;0;3;0;0;0;4;40;29;34;18;16;46;142;33;19;35;43;12;65;28;5;5;0;0;0;0;9;2;6;1;18;19;8;16;14;14;49;40;22;24;24
"toscana";"MM885210";"male";NA;"Scuola media primaria";"Pensionato";"Yes";"Comitato di Grosseto";"Si";"20";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"No";18;8;2;2;3;1;0;1;2;3;0;4;0;0;10;31;28;35;20;15;34;128;26;21;30;33;18;63;22;18;0;3;7;0;8;6;0;6;0;14;21;12;19;15;18;58;41;14;16;16
"toscana";"PDT2873105";"female";NA;"Diploma";"Dipendente";"Yes";"Comitato di Firenze";"Si";"13";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";11;7;3;1;2;0;1;1;1;1;1;0;0;0;4;40;28;42;29;13;38;130;28;20;25;31;26;63;14;0;0;0;0;0;0;10;2;5;3;15;22;6;20;9;17;59;30;15;23;15
"toscana";"AD515645";"male";NA;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Certaldo";"Si";"5";"Più di 1 anno fa";"Meno di 1 turno al mese";"Soccorritore";"No";"No";28;12;1;3;2;4;2;2;4;3;2;2;2;1;16;35;40;39;24;15;24;144;41;19;34;32;18;65;22;42;0;5;13;0;24;15;6;9;0;16;13;12;10;12;11;34;40;21;15;24
"toscana";"GM580529";"male";NA;"Diploma";"Dipendente";"Yes";"Comitato della Piana Pistoiese";"Si";"12";"Più di 1 anno fa";"1 turno ogni due settimane";"Autista";"No";"No";11;6;3;1;1;1;0;0;1;0;3;1;0;0;5;39;28;36;23;13;33;124;28;17;29;31;19;67;21;73;14;19;11;4;25;25;9;14;2;8;15;8;17;14;16;48;30;22;20;24
"toscana";"MR84968";"female";NA;"Laurea magistrale";"Studente";"Yes";"Comitato di Bagno a Ripoli";"Si";"6";"Più di 1 anno fa";"1 turno al mese";"Capo-squadra";"No";"No";20;7;2;1;1;2;1;3;1;2;3;2;2;0;13;36;28;31;20;11;31;165;40;32;27;34;32;49;8;18;5;3;4;2;4;21;19;2;0;11;11;9;9;9;10;30;29;23;20;24
"toscana";"PB652726";"female";NA;"Diploma";"Dipendente";"Yes";"Comitato di Firenze";"Si";"1";"Meno di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"No";"Yes";30;18;3;3;4;4;4;1;4;4;3;0;0;0;12;30;29;24;18;6;35;158;44;26;34;34;20;56;20;24;4;3;8;0;9;24;10;12;2;13;10;15;4;16;16;30;44;15;19;19
"toscana";"rm816915";"male";NA;"Diploma";"Dipendente";"Yes";"Comitato di Orbetello";"Si";"22";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"toscana";"IC013810";"female";NA;"Laurea breve";"Libero professionista";"Yes";"Comitato di Bagno a Ripoli";"Si";"16";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";23;14;1;2;4;4;3;1;2;1;2;1;1;1;9;45;27;26;16;10;44;163;36;28;41;35;23;53;17;94;12;24;18;10;30;34;15;10;9;17;14;12;11;12;13;38;41;17;23;20
"toscana";"LI808429";"male";NA;"Scuola media primaria";"Dipendente";"Yes";"Comitato di Firenze";"Si";"27";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Autista";"No";"Yes";22;16;1;3;4;4;4;1;2;0;2;0;1;0;6;37;28;37;23;14;37;136;28;18;33;35;22;66;18;16;4;2;5;0;5;0;0;0;0;17;20;15;20;17;17;57;49;24;23;24
"toscana";"CP830635";"male";NA;"Laurea breve";"Dipendente";"Yes";"Comitato di San Giovanni alla Vena";"Si";"4";"Più di 1 anno fa";"Meno di 1 turno al mese";"Capo-squadra";"No";"Yes";24;9;1;1;3;4;0;3;2;3;3;1;0;3;15;34;45;42;28;14;42;147;28;19;41;40;19;65;21;18;2;0;7;0;9;2;1;1;0;12;19;11;15;13;16;50;36;20;20;20
"toscana";"ml246849";"male";NA;"Laurea breve";"Dipendente";"Yes";"Comitato di Albiano Magra";"Si";"9";"Meno di 1 anno fa";"Meno di 1 turno al mese";"Soccorritore";"Yes";"Yes";13;9;2;1;2;1;3;0;1;0;1;2;0;0;4;31;37;38;25;13;44;132;29;17;34;32;20;67;20;65;11;16;14;0;24;5;0;4;1;13;22;11;16;13;19;57;37;24;19;24
"toscana";"mb554728";"female";NA;"Diploma";"Dipendente";"Yes";"Comitato di Grosseto";"Si";"1";"Meno di 2 mesi fa";"1 turno a settimana";"Soccorritore";"Yes";"No";11;5;1;1;1;1;1;1;1;0;1;1;1;1;6;35;27;35;23;12;39;134;29;20;36;30;19;62;21;18;4;4;1;0;9;3;1;2;0;11;16;12;19;12;19;54;35;20;14;19
"toscana";"ab571112";"male";NA;"Scuola media primaria";"Pensionato";"Yes";"Comitato di Bagno a Ripoli";"Si";"7";"Meno di 2 mesi fa";"Più di 1 turno a settimana";"Autista";"No";"Yes";8;2;1;1;0;0;0;0;3;0;1;1;1;0;6;43;26;37;22;15;35;150;34;21;40;41;14;63;26;56;8;14;10;0;24;31;8;21;2;16;17;18;13;15;12;42;49;14;16;13
"toscana";"MC472317";"male";NA;"Diploma";"Dipendente";"Yes";"Comitato di Bibbiena";"Si";"2";"Meno di 6 mesi fa";"1 turno al mese";"Soccorritore";"Yes";"No";9;4;4;0;0;0;0;0;1;0;3;1;0;0;5;28;28;28;20;8;38;125;24;21;32;32;16;63;24;28;4;8;10;0;6;11;3;2;6;12;17;11;17;11;20;54;34;15;17;8
"toscana";"bg25259";"male";NA;"Diploma";"Pensionato";"Yes";"Comitato di Pisa";"Si";"7";"Più di 1 anno fa";"1 turno a settimana";"Soccorritore";"No";"No";25;10;2;2;2;2;2;2;2;2;2;3;2;2;15;34;27;32;21;11;33;123;28;21;29;27;18;63;22;24;2;5;4;2;11;2;0;2;0;7;13;4;19;15;19;51;26;6;6;6
"toscana";"MPB404521";"male";NA;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Pisa";"Si";"27";"Più di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";20;9;3;1;1;3;1;1;3;1;2;2;1;1;11;29;36;32;20;12;44;140;30;20;38;36;16;63;24;61;12;16;10;0;23;30;6;17;7;13;13;12;19;13;18;50;38;21;20;24
"toscana";"EG352824";"male";NA;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Firenze";"Si";"18";"Meno di 2 mesi fa";"1 turno al mese";"Capo-squadra";"No";"No";7;4;2;0;1;1;0;0;1;0;1;1;0;0;3;44;40;30;19;11;34;123;28;18;33;29;15;65;25;24;3;4;13;0;4;1;1;0;0;16;22;13;19;13;19;60;42;17;20;22
"toscana";"LG00414";"male";NA;"Diploma";"Pensionato";"Yes";"Comitato di Firenze";"Si";"9";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";23;9;3;3;0;2;1;2;3;1;3;2;2;1;14;35;35;34;19;15;36;171;45;25;36;43;22;57;18;31;7;12;7;0;5;14;4;7;3;14;11;8;16;14;11;38;36;18;23;17
"toscana";"FT983515";"male";NA;"Diploma";"Studente";"Yes";"Comitato di Firenze";"Si";"2";"Più di 2 mesi fa";"1 turno ogni due settimane";"Soccorritore";"No";"No";16;7;0;2;2;1;2;2;1;1;0;2;2;1;9;37;38;37;22;15;21;129;30;22;31;30;16;62;24;20;0;5;5;0;10;10;0;9;1;17;24;8;18;14;20;62;39;17;17;12
"toscana";"RG108152";"male";NA;"Scuola media primaria";"Libero professionista";"Yes";"Comitato di San Marcello Pistoiese";"Si";"12";"Più di 1 anno fa";"1 turno a settimana";"Autista";"No";"Yes";13;9;4;0;3;1;1;0;2;0;2;0;0;0;4;33;24;26;14;12;36;124;26;20;31;36;11;63;29;4;1;0;1;0;2;1;0;1;0;8;15;9;15;16;14;44;33;19;15;23
"toscana";"EP218828";"female";NA;"Diploma";"Studente";"Yes";"Comitato di Bagno a Ripoli";"Si";"8";"Meno di 2 mesi fa";"1 turno a settimana";"Soccorritore";"Yes";"No";15;8;2;1;2;1;2;1;2;1;1;1;1;0;7;27;32;40;27;13;34;126;25;19;31;31;20;65;20;5;0;0;2;0;3;8;4;3;1;19;17;14;16;15;16;49;48;16;12;14
"toscana";"SB223215";"male";NA;"Diploma";"Studente";"Yes";"Comitato di Vernio";"Si";"1";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"No";27;10;2;2;3;2;1;3;3;3;3;3;2;0;17;25;29;26;15;11;28;139;27;34;33;28;17;50;23;50;9;8;10;0;23;54;22;23;9;16;13;17;11;18;9;33;51;15;20;6
"toscana";"LC1129182";"female";NA;"Diploma";"Studente";"Yes";"Comitato di Firenze";"Si";"2";"Più di 1 anno fa";"1 turno a settimana";"Soccorritore";"No";"No";14;8;2;1;2;2;1;1;1;1;2;0;1;0;6;40;35;41;25;16;46;155;37;26;33;39;20;58;20;63;6;20;17;0;20;30;4;12;14;11;7;9;5;11;6;18;31;10;12;16
"toscana";"FM4492";"male";NA;"Diploma";"Dipendente";"Yes";"Comitato di Lucca";"Si";"17";"Più di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"No";"Yes";21;8;2;1;3;1;1;1;2;2;2;2;1;3;13;26;32;25;17;8;25;114;26;17;29;24;18;66;22;19;5;2;5;2;5;3;0;3;0;11;24;5;18;14;19;61;30;19;15;19
"toscana";"Mgb24710";"female";NA;"Diploma";"Libero professionista";"Yes";"Comitato di Prato";"Si";"9";"Più di 2 mesi fa";"Più di 1 turno a settimana";"Capo-squadra";"Yes";"Yes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;37;38;24;14;48;162;35;16;43;40;28;68;12;28;8;4;4;0;12;18;9;4;5;20;17;11;16;16;19;52;47;24;24;24
"toscana";"GM58044";"male";NA;"Diploma";"Dipendente";"Yes";"Comitato di Livorno";"Si";"18";"Più di 2 mesi fa";"1 turno ogni due settimane";"Autista";"Yes";"No";9;5;4;0;0;0;1;0;1;0;1;1;1;0;4;28;23;33;23;10;34;138;27;18;38;36;19;65;21;8;2;3;2;0;1;5;5;0;0;12;21;11;20;13;20;61;36;10;16;22
"toscana";"NG5086279";"female";NA;"Scuola media primaria";"Dipendente";"Yes";"Comitato di Livorno";"Si";"5";"Più di 1 anno fa";"1 turno al mese";"Capo-squadra";"Yes";"No";15;11;4;1;1;1;4;0;0;0;4;0;0;0;4;31;30;30;16;14;43;141;32;18;38;30;23;66;17;80;14;19;17;5;25;37;10;21;6;14;16;11;15;16;15;46;41;24;22;24
"toscana";"Lp79212";"female";NA;"Laurea breve";"Dipendente";"Yes";"Comitato di Livorno";"Si";"15";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";17;8;2;1;1;3;1;1;1;1;3;1;1;1;9;38;17;28;19;9;31;129;28;19;32;28;22;64;18;80;9;18;18;7;28;17;9;6;2;24;5;16;13;20;16;34;60;18;23;24
"toscana";"MP40439";"female";NA;"Diploma";"Dipendente";"Yes";"Comitato di Bagno a Ripoli";"Si";"2";"Meno di 2 mesi fa";"Più di 1 turno a settimana";"Soccorritore";"No";"No";31;15;3;4;3;2;3;3;2;2;2;3;3;1;16;29;30;36;24;12;25;135;30;26;29;32;18;57;22;30;6;8;7;0;9;40;6;26;8;16;17;11;12;10;9;38;37;16;17;15
"toscana";"LV631710";"female";NA;"Laurea breve";"Dipendente";"Yes";"Comitato di Pisa";"Si";"12";"Più di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"No";15;4;0;1;2;0;1;3;3;0;3;1;1;0;11;41;25;27;18;9;34;127;32;18;30;32;15;66;25;5;0;2;2;0;1;14;6;4;4;17;21;11;18;13;17;56;41;24;21;22
"toscana";"LC80689";"female";NA;"Laurea magistrale";"Dipendente";"Yes";"Comitato della Piana Pistoiese";"Si";"3";"Più di 2 mesi fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"Yes";17;9;3;3;1;1;1;1;1;3;1;1;1;0;8;36;36;42;28;14;37;148;41;20;37;32;18;64;22;27;7;1;6;0;13;0;0;0;0;16;14;9;14;11;14;42;36;18;24;24
"toscana";"RR657129";"male";NA;"Dottorato";"Dipendente";"Yes";"Comitato di Bagni di Lucca";"Si";"10";"Meno di 2 mesi fa";"Meno di 1 turno al mese";"Soccorritore";"Yes";"No";34;16;4;4;1;4;3;4;3;3;1;4;2;1;18;26;31;38;25;13;30;138;40;17;35;32;14;67;26;38;1;7;13;0;17;2;1;1;0;8;10;12;12;10;15;37;30;23;24;18
"toscana";"LF837425";"male";NA;"Diploma";"Pensionato";"Yes";"Comitato di Pitigliano";"Si";"4";"Meno di 1 anno fa";"Meno di 1 turno al mese";"Autista";"No";"No";23;10;4;1;1;3;1;4;3;0;3;3;0;0;13;39;39;33;24;9;42;132;25;22;31;37;17;61;23;48;5;11;9;2;21;22;7;12;3;17;15;14;16;14;14;45;45;23;23;24
"toscana";"EN707233";"female";NA;"Laurea magistrale";"Pensionato";"Yes";"Comitato di Firenze";"Si";"8";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"Yes";2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;35;35;28;15;13;38;141;24;20;38;40;19;64;21;41;7;6;16;0;12;25;13;6;6;12;13;15;17;18;15;45;45;19;12;11
"toscana";"GG278821";"female";NA;"Diploma";"Dipendente";"Yes";"Comitato di Orbetello";"Si";"4";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"No";"No";12;5;1;1;1;1;1;0;1;1;3;1;1;0;7;41;32;32;18;14;39;146;28;22;39;38;19;61;21;62;10;14;13;2;23;10;5;5;0;18;19;14;18;16;17;54;48;20;17;16
"toscana";"Ldrov";"female";NA;"Laurea magistrale";"Libero professionista";"Yes";"Comitato della Piana Pistoiese";"Si";"16";"Più di 2 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"Yes";"Yes";10;6;3;0;1;1;1;0;1;0;3;0;0;0;4;28;33;30;24;6;40;132;29;18;37;28;20;66;20;56;8;14;12;3;19;10;9;1;0;20;18;13;18;15;18;54;48;20;20;17
"toscana";"AF415346";"male";NA;"Dottorato";"Dipendente";"Yes";"Comitato di Firenze";"Si";"33";"Più di 1 anno fa";"1 turno ogni due settimane";"Autista";"Yes";"No";18;11;3;3;2;1;2;0;1;0;3;2;1;0;7;30;38;30;20;10;28;134;28;17;32;37;20;67;20;1;0;0;0;0;1;2;0;2;0;9;18;12;20;12;20;58;33;20;12;20
"toscana";"VC40078";"female";NA;"Scuola media primaria";"Dipendente";"Yes";"Comitato di Castelfranco di Sotto";"Si";"2";"Più di 1 anno fa";"Più di 1 turno a settimana";"Autista";"No";"No";15;6;0;1;1;3;1;1;3;0;1;1;3;0;9;40;24;38;26;12;38;124;27;18;30;26;23;66;17;33;6;6;9;0;12;8;4;4;0;8;23;9;16;10;18;57;27;22;20;20
"toscana";"pm247810";"female";NA;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Bagno a Ripoli";"Si";"29";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"Yes";"No";20;10;2;1;3;2;2;1;2;2;2;2;1;0;10;36;36;34;21;13;35;152;33;25;33;35;26;59;14;59;12;15;10;4;18;3;1;1;1;14;12;13;9;11;11;32;38;14;22;21
"toscana";"AC160524";"female";NA;"Diploma";"Dipendente";"Yes";"Comitato di Donoratico";"Si";"4";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"Yes";"No";12;12;3;0;4;1;4;0;0;0;0;0;0;0;0;33;21;28;25;3;40;106;20;16;23;27;20;68;20;5;0;0;3;0;2;5;4;1;0;8;20;8;20;9;20;60;25;24;24;24
"toscana";"RT9874136";"male";NA;"Diploma";"Pensionato";"Yes";"Comitato di Firenze";"Si";"3";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Soccorritore";"Yes";"No";11;6;3;1;1;1;0;1;1;0;1;1;1;0;5;32;40;37;23;14;36;128;27;19;30;36;16;64;24;8;1;0;3;0;4;14;7;6;1;13;15;10;16;16;15;46;39;20;17;16
"toscana";"MS925018";"female";NA;"Diploma";"Dipendente";"Yes";"Comitato di Firenze";"Si";"2";"Meno di 2 mesi fa";"1 turno a settimana";"Soccorritore";"Yes";"Yes";15;4;0;0;3;0;1;3;2;2;1;1;1;1;11;28;36;30;22;8;30;125;25;22;33;30;15;62;25;26;5;4;11;0;6;14;6;6;2;14;18;11;11;13;12;41;38;24;20;18
"toscana";"AC956220";"female";NA;"Diploma";"Dipendente";"Yes";"Comitato di Incisa Valdarno";"Si";"5";"Meno di 6 mesi fa";"1 turno al mese";"Soccorritore";"Yes";"No";14;7;2;0;3;1;1;2;1;1;2;1;0;0;7;29;32;35;23;12;35;144;26;23;38;37;20;61;20;15;0;4;5;0;6;25;4;14;7;18;19;17;17;14;17;53;49;21;23;24
"toscana";"VC6018307";"male";NA;"Diploma";"Pensionato";"Yes";"Comitato di Lucca";"Si";"19";"Più di 1 anno fa";"1 turno a settimana";"Autista";"Yes";"No";10;5;2;1;1;1;0;0;1;0;1;2;1;0;5;40;32;36;21;15;42;125;23;21;30;27;24;63;16;29;7;5;5;1;11;18;6;10;2;11;23;8;18;9;20;61;28;19;21;11
"toscana";"LB3782";"female";NA;"Diploma";"Dipendente";"Yes";"Comitato di Orbetello";"Si";"15";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Soccorritore";"No";"No";19;12;2;3;4;1;2;0;2;1;2;1;1;0;7;36;20;36;23;13;31;121;23;24;31;23;20;58;20;29;5;7;7;0;10;41;14;18;9;12;14;10;11;9;14;39;31;12;21;19
"toscana";"VC646316";"male";NA;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Livorno";"Si";"3";"Meno di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"No";14;8;2;1;2;1;2;1;1;0;3;0;1;0;6;35;26;36;23;13;39;160;36;21;34;45;24;62;16;13;0;2;7;1;3;1;1;0;0;12;15;7;15;15;18;48;34;22;23;21
"toscana";"NB678852";"female";NA;"Diploma";"Studente";"Yes";"Comitato di Incisa Valdarno";"Si";"2";"Meno di 2 mesi fa";"1 turno al mese";"Soccorritore";"No";"No";17;8;2;2;2;1;1;1;1;2;3;0;2;0;9;36;38;39;23;16;25;135;41;25;33;25;11;59;29;37;3;11;11;0;12;3;0;1;2;11;12;20;9;16;14;35;47;11;21;24
"toscana";"ACL295411";"female";NA;"Dottorato";"Dipendente";"Yes";"Comitato di Firenze";"No";"0";"Più di 6 mesi fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"No";21;11;3;2;2;2;2;2;2;2;1;1;2;0;10;29;37;28;17;11;35;130;31;20;25;32;22;64;18;82;11;18;17;4;32;46;17;22;7;12;7;13;5;9;7;19;34;23;11;24
"toscana";"GC67051";"female";NA;"Scuola media primaria";"Dipendente";"Yes";"Comitato di Scarlino";"Si";"3";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Soccorritore";"No";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"toscana";"GP369719";"male";NA;"Laurea breve";"Libero professionista";"Yes";"Comitato di Arezzo";"Si";"6";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";35;12;3;2;3;1;3;4;3;4;4;2;2;4;23;21;29;28;18;10;37;156;39;28;36;31;22;54;18;34;5;4;11;2;12;24;3;15;6;5;7;7;4;7;10;21;19;22;24;24
"toscana";"190465";"male";NA;"Diploma";"Dipendente";"Yes";"Comitato di Lucca";"Si";"26";"Più di 1 anno fa";"1 turno al mese";"Soccorritore";"Yes";"No";18;9;2;2;3;1;1;1;2;0;1;3;1;1;9;27;32;33;20;13;36;116;25;18;30;30;13;66;27;46;12;10;10;1;13;21;9;8;4;14;20;13;18;11;19;57;38;24;13;21
"toscana";"LB756155";"male";NA;"Laurea breve";"Libero professionista";"Yes";"Comitato di Firenze";"Si";"12";"Meno di 2 mesi fa";"Meno di 1 turno al mese";"Autista";"No";"Yes";13;7;2;2;1;1;1;0;2;0;2;1;1;0;6;42;29;27;18;9;37;153;33;25;38;43;14;56;26;22;7;3;8;0;4;12;2;8;2;21;19;12;15;15;14;48;48;24;24;24
"toscana";"MD1981";"male";NA;"Diploma";"Disoccupato";"Yes";"Comitato di Scarlino";"Si";"3";"Meno di 1 anno fa";"1 turno al mese";"Autista";"No";"No";14;10;2;2;3;1;2;1;2;0;0;1;0;0;4;20;30;25;16;9;34;128;18;18;37;35;20;66;20;0;0;0;0;0;0;0;0;0;0;14;24;12;19;12;20;63;38;15;15;15
"toscana";"BB330667";"male";NA;"Laurea breve";"Dipendente";"Yes";"Comitato di Bagno a Ripoli";"Si";"12";"Meno di 1 anno fa";"1 turno al mese";"Infermiere";"Yes";"Yes";15;8;1;1;2;0;4;1;1;0;3;1;0;1;7;44;41;31;21;10;38;135;29;20;36;30;20;64;20;72;13;21;18;0;20;4;1;2;1;22;14;17;10;15;12;36;54;21;23;23
"toscana";"gm104030";"female";NA;"Laurea breve";"Libero professionista";"Yes";"Comitato di Bagno a Ripoli";"Si";"1";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"No";32;14;3;3;2;3;3;3;1;3;3;3;2;3;18;33;34;40;27;13;34;144;38;20;37;33;16;64;24;22;5;6;2;0;9;4;2;2;0;10;8;7;7;11;8;23;28;17;17;17
"toscana";"RB589918";"male";NA;"Diploma";"Dipendente";"Yes";"Comitato di Rosignano";"Si";"10";"Più di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";8;5;2;0;1;1;1;0;1;0;2;0;0;0;3;39;38;42;27;15;45;148;36;22;30;33;27;62;13;16;1;2;5;0;8;4;1;3;0;15;15;10;19;16;17;51;41;20;20;20
"toscana";"md2161203";"female";NA;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Livorno";"Si";"2";"Meno di 2 mesi fa";"1 turno a settimana";"Soccorritore";"Yes";"No";19;12;2;3;2;2;3;2;1;1;1;1;1;0;7;34;35;36;23;13;45;157;31;23;44;36;23;60;17;9;3;0;2;0;4;21;3;14;4;19;17;13;15;16;14;46;48;23;23;15
"toscana";"AC946013";"female";NA;"Diploma";"Dipendente";"Yes";"Comitato di Bibbiena";"Si";"18";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Soccorritore";"No";"No";20;13;3;3;1;3;3;1;2;0;1;1;2;0;7;31;42;37;27;10;27;133;33;23;30;28;19;61;21;31;3;4;6;0;18;27;5;16;6;10;15;12;14;9;13;42;31;24;24;24
"toscana";"AM04039";"female";NA;"Diploma";"Libero professionista";"Yes";"Comitato di Firenze";"Si";"9";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";10;7;1;0;1;1;4;0;2;0;1;0;0;0;3;32;31;29;22;7;31;125;25;20;33;29;18;64;22;17;5;4;4;0;4;5;1;4;0;20;20;14;17;17;18;55;51;18;19;19
"toscana";"SP551417";"female";NA;"Diploma";"Studente";"Yes";"Comitato di Arezzo";"Si";"4";"Più di 1 anno fa";"1 turno al mese";"Soccorritore";"Yes";"No";17;10;1;3;3;3;0;0;3;0;3;0;1;0;7;42;45;41;27;14;40;154;43;20;34;35;22;62;18;72;9;15;17;2;29;20;12;2;6;25;24;20;19;15;17;60;60;24;24;24
"toscana";"DD172995";"female";NA;"Laurea breve";"Dipendente";"Yes";"Comitato di Pontasserchio";"Si";"5";"Meno di 1 anno fa";"1 turno a settimana";"Autista";"No";"Yes";31;13;2;3;3;3;2;2;2;3;4;3;3;1;18;30;33;35;22;13;32;148;36;23;34;31;24;61;16;58;2;14;14;8;20;69;22;25;22;13;8;14;4;9;9;21;36;12;17;17
"toscana";"MTB483828";"male";NA;"Diploma";"Dipendente";"Yes";"Comitato di Bagno a Ripoli";"Si";"4";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"No";19;10;3;1;3;0;3;1;3;1;3;1;0;0;9;37;26;31;17;14;38;141;28;20;37;37;19;64;21;20;0;2;8;0;10;10;1;6;3;15;14;13;13;13;17;44;41;22;22;19
"toscana";"RS757121";"male";61;"Laurea magistrale";"Libero professionista";"Yes";"Comitato di Empoli";"Si";"15";"Più di 1 anno fa";"1 turno a settimana";"Medico";"Yes";"No";28;10;3;2;2;2;1;2;2;3;3;3;3;2;18;9;22;30;19;11;17;137;21;18;38;37;23;66;17;27;7;6;7;2;5;7;1;6;0;10;18;8;6;10;9;33;28;8;11;22
"toscana";"AF44698";"female";21;"Diploma";"Studente";"Yes";"Comitato di Scandicci";"Si";"1";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"No";26;12;2;3;1;3;3;2;2;3;3;2;1;1;14;39;23;40;25;15;37;152;44;22;33;34;19;61;21;30;3;4;15;0;8;18;13;5;0;14;11;13;18;11;15;44;38;20;24;24
